Time [s], Analyzer Name, Decoded Protocol Result
1.866368500000000,I2C,Setup Write to [0x20] + NAK
1.866476500000000,I2C,0x00 + NAK
1.866584500000000,I2C,0x0A + NAK
1.866802000000000,I2C,Setup Write to [0x20] + NAK
1.866910000000000,I2C,0x01 + NAK
1.867034000000000,I2C,Setup Read to [0x21] + NAK
1.867142000000000,I2C,0xFF + NAK
1.868970500000000,I2C,Setup Write to [0x20] + NAK
1.869078500000000,I2C,0x00 + NAK
1.869186500000000,I2C,0x01 + NAK
1.869419500000000,I2C,Setup Write to [0x20] + NAK
1.869527500000000,I2C,0x15 + NAK
1.869635500000000,I2C,0x01 + NAK
1.871428000000000,I2C,Setup Write to [0x20] + NAK
1.871536000000000,I2C,0x00 + NAK
1.871644000000000,I2C,0x0A + NAK
1.871861000000000,I2C,Setup Write to [0x20] + NAK
1.871969000000000,I2C,0x01 + NAK
1.872093000000000,I2C,Setup Read to [0x21] + NAK
1.872201000000000,I2C,0xFF + NAK
1.874156000000000,I2C,Setup Write to [0x34] + ACK
1.874264000000000,I2C,0x05 + ACK
1.874372000000000,I2C,0x00 + ACK
1.874480000000000,I2C,0x00 + ACK
1.874588000000000,I2C,0x00 + ACK
1.874696000000000,I2C,0x00 + ACK
1.874804000000000,I2C,0x00 + ACK
1.874912000000000,I2C,0x00 + ACK
1.875020000000000,I2C,0x00 + ACK
1.876908000000000,I2C,Setup Write to [0x34] + ACK
1.877016000000000,I2C,0x0C + ACK
1.877124000000000,I2C,0x00 + ACK
1.877232000000000,I2C,0x00 + ACK
1.877340000000000,I2C,0x00 + ACK
1.877448000000000,I2C,0x00 + ACK
1.877556000000000,I2C,0x00 + ACK
1.877664000000000,I2C,0x00 + ACK
1.877772000000000,I2C,0x00 + ACK
1.879653000000000,I2C,Setup Write to [0x34] + ACK
1.879761000000000,I2C,0x13 + ACK
1.879869000000000,I2C,0x00 + ACK
1.879977000000000,I2C,0x00 + ACK
1.880085000000000,I2C,0x00 + ACK
1.880193000000000,I2C,0x00 + ACK
1.880301000000000,I2C,0x00 + ACK
1.880409000000000,I2C,0x00 + ACK
1.880517000000000,I2C,0x00 + ACK
1.882396500000000,I2C,Setup Write to [0x34] + ACK
1.882504500000000,I2C,0x1A + ACK
1.882612500000000,I2C,0x00 + ACK
1.882720500000000,I2C,0x00 + ACK
1.882828500000000,I2C,0x00 + ACK
1.882936500000000,I2C,0x00 + ACK
1.883044500000000,I2C,0x00 + ACK
1.883152500000000,I2C,0x00 + ACK
1.883260500000000,I2C,0x00 + ACK
1.885098500000000,I2C,Setup Write to [0x34] + ACK
1.885206500000000,I2C,0x21 + ACK
1.885314500000000,I2C,0x00 + ACK
1.885422500000000,I2C,0x00 + ACK
1.887258000000000,I2C,Setup Write to [0x34] + ACK
1.887366000000000,I2C,0x0C + ACK
1.887474000000000,I2C,0x00 + ACK
1.889307500000000,I2C,Setup Write to [0x34] + ACK
1.889415500000000,I2C,0x13 + ACK
1.889523500000000,I2C,0x00 + ACK
1.891356500000000,I2C,Setup Write to [0x34] + ACK
1.891464500000000,I2C,0x1D + ACK
1.891572500000000,I2C,0x00 + ACK
1.893400000000000,I2C,Setup Write to [0x34] + ACK
1.893508000000000,I2C,0x0B + ACK
1.893616000000000,I2C,0x00 + ACK
1.895453000000000,I2C,Setup Write to [0x34] + ACK
1.895561000000000,I2C,0x0F + ACK
1.895669000000000,I2C,0x00 + ACK
1.897572000000000,I2C,Setup Write to [0x34] + ACK
1.897680000000000,I2C,0x10 + ACK
1.897788000000000,I2C,0x00 + ACK
1.899621000000000,I2C,Setup Write to [0x34] + ACK
1.899729000000000,I2C,0x10 + ACK
1.899837000000000,I2C,0x00 + ACK
1.901663000000000,I2C,Setup Write to [0x34] + ACK
1.901771000000000,I2C,0x1A + ACK
1.901879000000000,I2C,0x00 + ACK
1.903708000000000,I2C,Setup Write to [0x34] + ACK
1.903816000000000,I2C,0x12 + ACK
1.903924000000000,I2C,0x00 + ACK
1.905756000000000,I2C,Setup Write to [0x34] + ACK
1.905864000000000,I2C,0x00 + ACK
1.907671000000000,I2C,Setup Read to [0x35] + ACK
1.907779000000000,I2C,0x69 + ACK
1.907887000000000,I2C,0x01 + ACK
1.907995000000000,I2C,0xFD + ACK
1.908103000000000,I2C,0xFF + ACK
1.908211000000000,I2C,0x07 + NAK
1.910121000000000,I2C,Setup Write to [0x34] + ACK
1.910229000000000,I2C,0x10 + ACK
1.910337000000000,I2C,0x00 + ACK
1.912168500000000,I2C,Setup Write to [0x34] + ACK
1.912276500000000,I2C,0x14 + ACK
1.912384500000000,I2C,0x00 + ACK
1.914219000000000,I2C,Setup Write to [0x34] + ACK
1.914327000000000,I2C,0x12 + ACK
1.914435000000000,I2C,0x00 + ACK
1.916266000000000,I2C,Setup Write to [0x34] + ACK
1.916374000000000,I2C,0x16 + ACK
1.916482000000000,I2C,0x00 + ACK
1.918315000000000,I2C,Setup Write to [0x34] + ACK
1.918423000000000,I2C,0x15 + ACK
1.918531000000000,I2C,0x00 + ACK
1.920355000000000,I2C,Setup Write to [0x34] + ACK
1.920463000000000,I2C,0x00 + ACK
1.922265500000000,I2C,Setup Read to [0x35] + ACK
1.922373500000000,I2C,0x69 + ACK
1.922481500000000,I2C,0x01 + ACK
1.922589500000000,I2C,0xFD + NAK
1.924493000000000,I2C,Setup Write to [0x34] + ACK
1.924601000000000,I2C,0x12 + ACK
1.924709000000000,I2C,0x00 + ACK
1.926564500000000,I2C,Setup Write to [0x34] + ACK
1.926672500000000,I2C,0x00 + ACK
1.928539500000000,I2C,Setup Read to [0x35] + ACK
1.928647500000000,I2C,0x69 + ACK
1.928755500000000,I2C,0x01 + ACK
1.928863500000000,I2C,0xFD + NAK
1.930849000000000,I2C,Setup Write to [0x34] + ACK
1.930957000000000,I2C,0x1D + ACK
1.931065000000000,I2C,0x00 + ACK
1.932903000000000,I2C,Setup Write to [0x34] + ACK
1.933011000000000,I2C,0x1C + ACK
1.933119000000000,I2C,0x00 + ACK
1.934952500000000,I2C,Setup Write to [0x34] + ACK
1.935060500000000,I2C,0x0D + ACK
1.935168500000000,I2C,0x00 + ACK
1.937013000000000,I2C,Setup Write to [0x34] + ACK
1.937121000000000,I2C,0x0E + ACK
1.937229000000000,I2C,0x00 + ACK
1.939063000000000,I2C,Setup Write to [0x34] + ACK
1.939171000000000,I2C,0x05 + ACK
1.939279000000000,I2C,0x00 + ACK
1.941109500000000,I2C,Setup Write to [0x34] + ACK
1.941217500000000,I2C,0x06 + ACK
1.941325500000000,I2C,0x00 + ACK
1.943154000000000,I2C,Setup Write to [0x34] + ACK
1.943262000000000,I2C,0x11 + ACK
1.943370000000000,I2C,0x00 + ACK
1.945200500000000,I2C,Setup Write to [0x34] + ACK
1.945308500000000,I2C,0x17 + ACK
1.945416500000000,I2C,0x00 + ACK
1.947244000000000,I2C,Setup Write to [0x34] + ACK
1.947352000000000,I2C,0x0A + ACK
1.947460000000000,I2C,0x00 + ACK
1.949287500000000,I2C,Setup Write to [0x34] + ACK
1.949395500000000,I2C,0x1D + ACK
1.949503500000000,I2C,0x00 + ACK
1.951332000000000,I2C,Setup Write to [0x34] + ACK
1.951440000000000,I2C,0x1C + ACK
1.951548000000000,I2C,0x00 + ACK
1.953379500000000,I2C,Setup Write to [0x34] + ACK
1.953487500000000,I2C,0x06 + ACK
1.953595500000000,I2C,0x00 + ACK
1.955426500000000,I2C,Setup Write to [0x34] + ACK
1.955534500000000,I2C,0x1A + ACK
1.955642500000000,I2C,0x00 + ACK
1.957494500000000,I2C,Setup Write to [0x34] + ACK
1.957602500000000,I2C,0x1D + ACK
1.957710500000000,I2C,0x00 + ACK
1.959573500000000,I2C,Setup Write to [0x34] + ACK
1.959681500000000,I2C,0x1C + ACK
1.959789500000000,I2C,0x00 + ACK
1.961614500000000,I2C,Setup Write to [0x34] + ACK
1.961722500000000,I2C,0x1E + ACK
1.961830500000000,I2C,0x00 + ACK
1.963663500000000,I2C,Setup Write to [0x34] + ACK
1.963771500000000,I2C,0x1A + ACK
1.963879500000000,I2C,0x00 + ACK
1.965682000000000,I2C,Setup Write to [0x20] + NAK
1.965790000000000,I2C,0x00 + NAK
1.965898000000000,I2C,0x01 + NAK
1.966130500000000,I2C,Setup Write to [0x20] + NAK
1.966238500000000,I2C,0x01 + NAK
1.966346500000000,I2C,0x10 + NAK
1.973887000000000,I2C,Setup Write to [0x20] + NAK
1.973995000000000,I2C,0x00 + NAK
1.974103000000000,I2C,0x0A + NAK
1.974320000000000,I2C,Setup Write to [0x20] + NAK
1.974428000000000,I2C,0x01 + NAK
1.974552000000000,I2C,Setup Read to [0x21] + NAK
1.974660000000000,I2C,0xFF + NAK
1.976632000000000,I2C,Setup Write to [0x34] + ACK
1.976740000000000,I2C,0x0A + ACK
1.976848000000000,I2C,0x00 + ACK
1.978679500000000,I2C,Setup Write to [0x34] + ACK
1.978787500000000,I2C,0x0B + ACK
1.978895500000000,I2C,0x00 + ACK
1.980712500000000,I2C,Setup Write to [0x20] + NAK
1.980820500000000,I2C,0x00 + NAK
1.980928500000000,I2C,0x01 + NAK
1.981161000000000,I2C,Setup Write to [0x20] + NAK
1.981269000000000,I2C,0x19 + NAK
1.981377000000000,I2C,0x3C + NAK
1.983172000000000,I2C,Setup Write to [0x20] + NAK
1.983280000000000,I2C,0x00 + NAK
1.983388000000000,I2C,0x0A + NAK
1.983601500000000,I2C,Setup Write to [0x20] + NAK
1.983709500000000,I2C,0x01 + NAK
1.983833500000000,I2C,Setup Read to [0x21] + NAK
1.983941500000000,I2C,0xFF + NAK
1.985768500000000,I2C,Setup Write to [0x20] + NAK
1.985876500000000,I2C,0x00 + NAK
1.985984500000000,I2C,0x01 + NAK
1.986217500000000,I2C,Setup Write to [0x20] + NAK
1.986325500000000,I2C,0x1A + NAK
1.986433500000000,I2C,0x63 + NAK
1.988228000000000,I2C,Setup Write to [0x20] + NAK
1.988336000000000,I2C,0x00 + NAK
1.988444000000000,I2C,0x0A + NAK
1.988658000000000,I2C,Setup Write to [0x20] + NAK
1.988766000000000,I2C,0x01 + NAK
1.988890000000000,I2C,Setup Read to [0x21] + NAK
1.988998000000000,I2C,0xFF + NAK
1.990828000000000,I2C,Setup Write to [0x20] + NAK
1.990936000000000,I2C,0x00 + NAK
1.991044000000000,I2C,0x01 + NAK
1.991273000000000,I2C,Setup Write to [0x20] + NAK
1.991381000000000,I2C,0x1B + NAK
1.991489000000000,I2C,0x8F + NAK
1.993284500000000,I2C,Setup Write to [0x20] + NAK
1.993392500000000,I2C,0x00 + NAK
1.993500500000000,I2C,0x0A + NAK
1.993717500000000,I2C,Setup Write to [0x20] + NAK
1.993825500000000,I2C,0x01 + NAK
1.993949500000000,I2C,Setup Read to [0x21] + NAK
1.994057500000000,I2C,0xFF + NAK
1.995889500000000,I2C,Setup Write to [0x20] + NAK
1.995997500000000,I2C,0x00 + NAK
1.996105500000000,I2C,0x01 + NAK
1.996335000000000,I2C,Setup Write to [0x20] + NAK
1.996443000000000,I2C,0x01 + NAK
1.996551000000000,I2C,0x18 + NAK
1.998347500000000,I2C,Setup Write to [0x20] + NAK
1.998455500000000,I2C,0x00 + NAK
1.998563500000000,I2C,0x0A + NAK
1.998781000000000,I2C,Setup Write to [0x20] + NAK
1.998889000000000,I2C,0x01 + NAK
1.999013000000000,I2C,Setup Read to [0x21] + NAK
1.999121000000000,I2C,0xFF + NAK
2.001014500000000,I2C,Setup Write to [0x34] + ACK
2.001122500000000,I2C,0x17 + ACK
2.001230500000000,I2C,0x00 + ACK
2.003065000000000,I2C,Setup Write to [0x34] + ACK
2.003173000000000,I2C,0x1A + ACK
2.003281000000000,I2C,0x00 + ACK
2.005117500000000,I2C,Setup Write to [0x34] + ACK
2.005225500000000,I2C,0x1B + ACK
2.005333500000000,I2C,0x00 + ACK
2.007163000000000,I2C,Setup Write to [0x34] + ACK
2.007271000000000,I2C,0x10 + ACK
2.007379000000000,I2C,0x00 + ACK
2.009212500000000,I2C,Setup Write to [0x34] + ACK
2.009320500000000,I2C,0x08 + ACK
2.009428500000000,I2C,0x00 + ACK
2.011257500000000,I2C,Setup Write to [0x34] + ACK
2.011365500000000,I2C,0x09 + ACK
2.011473500000000,I2C,0x00 + ACK
2.013306500000000,I2C,Setup Write to [0x34] + ACK
2.013414500000000,I2C,0x10 + ACK
2.013522500000000,I2C,0x00 + ACK
2.015356500000000,I2C,Setup Write to [0x34] + ACK
2.015464500000000,I2C,0x1A + ACK
2.015572500000000,I2C,0x00 + ACK
2.017401500000000,I2C,Setup Write to [0x34] + ACK
2.017509500000000,I2C,0x12 + ACK
2.017617500000000,I2C,0x00 + ACK
2.019442500000000,I2C,Setup Write to [0x34] + ACK
2.019550500000000,I2C,0x00 + ACK
2.021363500000000,I2C,Setup Read to [0x35] + ACK
2.021471500000000,I2C,0x69 + ACK
2.021579500000000,I2C,0x01 + ACK
2.021687500000000,I2C,0xFD + ACK
2.021795500000000,I2C,0xFF + ACK
2.021903500000000,I2C,0x07 + NAK
2.023808000000000,I2C,Setup Write to [0x34] + ACK
2.023916000000000,I2C,0x10 + ACK
2.024024000000000,I2C,0x00 + ACK
2.025856000000000,I2C,Setup Write to [0x34] + ACK
2.025964000000000,I2C,0x14 + ACK
2.026072000000000,I2C,0x00 + ACK
2.027905500000000,I2C,Setup Write to [0x34] + ACK
2.028013500000000,I2C,0x12 + ACK
2.028121500000000,I2C,0x00 + ACK
2.029953500000000,I2C,Setup Write to [0x34] + ACK
2.030061500000000,I2C,0x16 + ACK
2.030169500000000,I2C,0x00 + ACK
2.032016500000000,I2C,Setup Write to [0x34] + ACK
2.032124500000000,I2C,0x15 + ACK
2.032232500000000,I2C,0x00 + ACK
2.034059500000000,I2C,Setup Write to [0x34] + ACK
2.034167500000000,I2C,0x00 + ACK
2.035964000000000,I2C,Setup Read to [0x35] + ACK
2.036072000000000,I2C,0x69 + ACK
2.036180000000000,I2C,0x01 + ACK
2.036288000000000,I2C,0xFD + NAK
2.038166000000000,I2C,Setup Write to [0x34] + ACK
2.038274000000000,I2C,0x12 + ACK
2.038382000000000,I2C,0x00 + ACK
2.040199500000000,I2C,Setup Write to [0x34] + ACK
2.040307500000000,I2C,0x00 + ACK
2.042106500000000,I2C,Setup Read to [0x35] + ACK
2.042214500000000,I2C,0x69 + ACK
2.042322500000000,I2C,0x01 + ACK
2.042430500000000,I2C,0xFD + NAK
2.044417500000000,I2C,Setup Write to [0x20] + NAK
2.044525500000000,I2C,0x00 + NAK
2.044633500000000,I2C,0x01 + NAK
2.044863000000000,I2C,Setup Write to [0x20] + NAK
2.044971000000000,I2C,0x01 + NAK
2.045079000000000,I2C,0x10 + NAK
2.087981000000000,I2C,Setup Write to [0x20] + NAK
2.088089000000000,I2C,0x00 + NAK
2.088197000000000,I2C,0x0A + NAK
2.088414500000000,I2C,Setup Write to [0x20] + NAK
2.088522500000000,I2C,0x01 + NAK
2.088646500000000,I2C,Setup Read to [0x21] + NAK
2.088754500000000,I2C,0xFF + NAK
2.090659000000000,I2C,Setup Write to [0x34] + ACK
2.090767000000000,I2C,0x17 + ACK
2.090875000000000,I2C,0x00 + ACK
2.092713000000000,I2C,Setup Write to [0x34] + ACK
2.092821000000000,I2C,0x1A + ACK
2.092929000000000,I2C,0x00 + ACK
2.094761500000000,I2C,Setup Write to [0x34] + ACK
2.094869500000000,I2C,0x1B + ACK
2.094977500000000,I2C,0x00 + ACK
2.096810000000000,I2C,Setup Write to [0x34] + ACK
2.096918000000000,I2C,0x10 + ACK
2.097026000000000,I2C,0x00 + ACK
2.098860500000000,I2C,Setup Write to [0x34] + ACK
2.098968500000000,I2C,0x08 + ACK
2.099076500000000,I2C,0x00 + ACK
2.100901000000000,I2C,Setup Write to [0x34] + ACK
2.101009000000000,I2C,0x09 + ACK
2.101117000000000,I2C,0x00 + ACK
2.102950000000000,I2C,Setup Write to [0x34] + ACK
2.103058000000000,I2C,0x10 + ACK
2.103166000000000,I2C,0x00 + ACK
2.104990500000000,I2C,Setup Write to [0x34] + ACK
2.105098500000000,I2C,0x1A + ACK
2.105206500000000,I2C,0x00 + ACK
2.107033500000000,I2C,Setup Write to [0x34] + ACK
2.107141500000000,I2C,0x12 + ACK
2.107249500000000,I2C,0x00 + ACK
2.109066500000000,I2C,Setup Write to [0x34] + ACK
2.109174500000000,I2C,0x00 + ACK
2.110978500000000,I2C,Setup Read to [0x35] + ACK
2.111086500000000,I2C,0x69 + ACK
2.111194500000000,I2C,0x01 + ACK
2.111302500000000,I2C,0xFD + ACK
2.111410500000000,I2C,0xFF + ACK
2.111518500000000,I2C,0x07 + NAK
2.113417500000000,I2C,Setup Write to [0x34] + ACK
2.113525500000000,I2C,0x10 + ACK
2.113633500000000,I2C,0x00 + ACK
2.115465500000000,I2C,Setup Write to [0x34] + ACK
2.115573500000000,I2C,0x14 + ACK
2.115681500000000,I2C,0x00 + ACK
2.117581000000000,I2C,Setup Write to [0x34] + ACK
2.117689000000000,I2C,0x12 + ACK
2.117797000000000,I2C,0x00 + ACK
2.119627500000000,I2C,Setup Write to [0x34] + ACK
2.119735500000000,I2C,0x16 + ACK
2.119843500000000,I2C,0x00 + ACK
2.121668500000000,I2C,Setup Write to [0x34] + ACK
2.121776500000000,I2C,0x15 + ACK
2.121884500000000,I2C,0x00 + ACK
2.123708000000000,I2C,Setup Write to [0x34] + ACK
2.123816000000000,I2C,0x00 + ACK
2.125616500000000,I2C,Setup Read to [0x35] + ACK
2.125724500000000,I2C,0x69 + ACK
2.125832500000000,I2C,0x01 + ACK
2.125940500000000,I2C,0xFD + NAK
2.127817000000000,I2C,Setup Write to [0x34] + ACK
2.127925000000000,I2C,0x12 + ACK
2.128033000000000,I2C,0x00 + ACK
2.129854000000000,I2C,Setup Write to [0x34] + ACK
2.129962000000000,I2C,0x00 + ACK
2.131763000000000,I2C,Setup Read to [0x35] + ACK
2.131871000000000,I2C,0x69 + ACK
2.131979000000000,I2C,0x01 + ACK
2.132087000000000,I2C,0xFD + NAK
2.134018000000000,I2C,Setup Write to [0x20] + NAK
2.134126000000000,I2C,0x00 + NAK
2.134234000000000,I2C,0x01 + NAK
2.134466500000000,I2C,Setup Write to [0x20] + NAK
2.134574500000000,I2C,0x01 + NAK
2.134682500000000,I2C,0x10 + NAK
2.141758000000000,I2C,Setup Write to [0x20] + NAK
2.141866000000000,I2C,0x00 + NAK
2.141974000000000,I2C,0x0A + NAK
2.142191000000000,I2C,Setup Write to [0x20] + NAK
2.142299000000000,I2C,0x01 + NAK
2.142423000000000,I2C,Setup Read to [0x21] + NAK
2.142531000000000,I2C,0xFF + NAK
2.144407500000000,I2C,Setup Write to [0x34] + ACK
2.144515500000000,I2C,0x05 + ACK
2.144623500000000,I2C,0x00 + ACK
2.146452000000000,I2C,Setup Write to [0x34] + ACK
2.146560000000000,I2C,0x07 + ACK
2.146668000000000,I2C,0x00 + ACK
2.148507000000000,I2C,Setup Write to [0x34] + ACK
2.148615000000000,I2C,0x0C + ACK
2.148723000000000,I2C,0x00 + ACK
2.150551000000000,I2C,Setup Write to [0x20] + NAK
2.150659000000000,I2C,0x00 + NAK
2.150767000000000,I2C,0x01 + NAK
2.151000000000000,I2C,Setup Write to [0x20] + NAK
2.151108000000000,I2C,0x01 + NAK
2.151216000000000,I2C,0x10 + NAK
