Time [s], Analyzer Name, Decoded Protocol Result
6.703341500000000,I2C,0x0C + ACK
6.703449500000000,I2C,0xF0 + ACK
6.707240000000000,I2C,Setup Write to [0x34] + ACK
6.707348000000000,I2C,0x13 + ACK
6.707456000000000,I2C,0x31 + ACK
6.711243000000000,I2C,Setup Write to [0x34] + ACK
6.711351000000000,I2C,0x1D + ACK
6.711459000000000,I2C,0x86 + ACK
6.715242000000000,I2C,Setup Write to [0x34] + ACK
6.715350000000000,I2C,0x0B + ACK
6.715458000000000,I2C,0x6C + ACK
6.719244000000000,I2C,Setup Write to [0x34] + ACK
6.719352000000000,I2C,0x0F + ACK
6.719460000000000,I2C,0x6C + ACK
6.723242500000000,I2C,Setup Write to [0x34] + ACK
6.723350500000000,I2C,0x10 + ACK
6.723458500000000,I2C,0x6C + ACK
6.727246500000000,I2C,Setup Write to [0x34] + ACK
6.727354500000000,I2C,0x10 + ACK
6.727462500000000,I2C,0x6C + ACK
6.731244500000000,I2C,Setup Write to [0x34] + ACK
6.731352500000000,I2C,0x1A + ACK
6.731460500000000,I2C,0x60 + ACK
6.735244500000000,I2C,Setup Write to [0x34] + ACK
6.735352500000000,I2C,0x12 + ACK
6.735460500000000,I2C,0x80 + ACK
6.739241500000000,I2C,Setup Write to [0x34] + ACK
6.739349500000000,I2C,0x00 + ACK
6.742699500000000,I2C,Setup Read to [0x35] + ACK
6.742807500000000,I2C,0x69 + ACK
6.742915500000000,I2C,0x01 + ACK
6.743023500000000,I2C,0xFD + ACK
6.743131500000000,I2C,0xFF + ACK
6.743239500000000,I2C,0x07 + NAK
6.748248000000000,I2C,Setup Write to [0x34] + ACK
6.748356000000000,I2C,0x10 + ACK
6.748464000000000,I2C,0x8C + ACK
6.752249000000000,I2C,Setup Write to [0x34] + ACK
6.752357000000000,I2C,0x14 + ACK
6.752465000000000,I2C,0x84 + ACK
6.756250500000000,I2C,Setup Write to [0x34] + ACK
6.756358500000000,I2C,0x12 + ACK
6.756466500000000,I2C,0x80 + ACK
6.760249500000000,I2C,Setup Write to [0x34] + ACK
6.760357500000000,I2C,0x16 + ACK
6.760465500000000,I2C,0x1C + ACK
6.764251500000000,I2C,Setup Write to [0x34] + ACK
6.764359500000000,I2C,0x15 + ACK
6.764467500000000,I2C,0x72 + ACK
6.768243500000000,I2C,Setup Write to [0x34] + ACK
6.768351500000000,I2C,0x00 + ACK
6.771705000000000,I2C,Setup Read to [0x35] + ACK
6.771813000000000,I2C,0x69 + ACK
6.771921000000000,I2C,0x01 + ACK
6.772029000000000,I2C,0xA3 + NAK
6.777254000000000,I2C,Setup Write to [0x34] + ACK
6.777362000000000,I2C,0x1A + ACK
6.777470000000000,I2C,0x68 + ACK
6.781253000000000,I2C,Setup Write to [0x34] + ACK
6.781361000000000,I2C,0x0B + ACK
6.781469000000000,I2C,0x7C + ACK
6.785256500000000,I2C,Setup Write to [0x34] + ACK
6.785364500000000,I2C,0x0B + ACK
6.785472500000000,I2C,0x6C + ACK
6.789249500000000,I2C,Setup Write to [0x34] + ACK
6.789357500000000,I2C,0x0F + ACK
6.789465500000000,I2C,0x68 + ACK
6.793248500000000,I2C,Setup Write to [0x34] + ACK
6.793356500000000,I2C,0x00 + ACK
6.796701500000000,I2C,Setup Read to [0x35] + ACK
6.796809500000000,I2C,0x69 + ACK
6.796917500000000,I2C,0x01 + ACK
6.797025500000000,I2C,0xA3 + ACK
6.797133500000000,I2C,0xFF + ACK
6.797241500000000,I2C,0xE7 + NAK
6.802259500000000,I2C,Setup Write to [0x34] + ACK
6.802367500000000,I2C,0x0A + ACK
6.802475500000000,I2C,0xD7 + ACK
6.806256000000000,I2C,Setup Write to [0x34] + ACK
6.806364000000000,I2C,0x0B + ACK
6.806472000000000,I2C,0x6B + ACK
6.810258500000000,I2C,Setup Write to [0x34] + ACK
6.810366500000000,I2C,0x07 + ACK
6.810474500000000,I2C,0x75 + ACK
6.814262000000000,I2C,Setup Write to [0x34] + ACK
6.814370000000000,I2C,0x06 + ACK
6.814478000000000,I2C,0x12 + ACK
6.818262000000000,I2C,Setup Write to [0x34] + ACK
6.818370000000000,I2C,0x1E + ACK
6.818478000000000,I2C,0x6A + ACK
6.822261000000000,I2C,Setup Write to [0x34] + ACK
6.822369000000000,I2C,0x05 + ACK
6.822477000000000,I2C,0x03 + ACK
6.826264500000000,I2C,Setup Write to [0x34] + ACK
6.826372500000000,I2C,0x1F + ACK
6.826480500000000,I2C,0x40 + ACK
6.830262000000000,I2C,Setup Write to [0x34] + ACK
6.830370000000000,I2C,0x0F + ACK
6.830478000000000,I2C,0x68 + ACK
6.834263500000000,I2C,Setup Write to [0x34] + ACK
6.834371500000000,I2C,0x19 + ACK
6.834479500000000,I2C,0xEC + ACK
6.837716500000000,I2C,Setup Write to [0x20] + NAK
6.837824500000000,I2C,0x00 + NAK
6.837932500000000,I2C,0x01 + NAK
6.838260500000000,I2C,Setup Write to [0x20] + NAK
6.838368500000000,I2C,0x01 + NAK
6.838476500000000,I2C,0x10 + NAK
6.850720000000000,I2C,Setup Write to [0x20] + NAK
6.850828000000000,I2C,0x00 + NAK
6.850936000000000,I2C,0x0A + NAK
6.851153000000000,I2C,Setup Write to [0x20] + NAK
6.851261000000000,I2C,0x01 + NAK
6.851385000000000,I2C,Setup Read to [0x21] + NAK
6.851493000000000,I2C,0xFF + NAK
6.856270500000000,I2C,Setup Write to [0x34] + ACK
6.856378500000000,I2C,0x05 + ACK
6.856486500000000,I2C,0x13 + ACK
6.860268000000000,I2C,Setup Write to [0x34] + ACK
6.860376000000000,I2C,0x07 + ACK
6.860484000000000,I2C,0x65 + ACK
6.864260500000000,I2C,Setup Write to [0x34] + ACK
6.864368500000000,I2C,0x00 + ACK
6.867721500000000,I2C,Setup Read to [0x35] + ACK
6.867829500000000,I2C,0x69 + ACK
6.867937500000000,I2C,0x01 + ACK
6.868045500000000,I2C,0xA3 + ACK
6.868153500000000,I2C,0xFF + NAK
6.873270000000000,I2C,Setup Write to [0x34] + ACK
6.873378000000000,I2C,0x0C + ACK
6.873486000000000,I2C,0x68 + ACK
6.876717000000000,I2C,Setup Write to [0x20] + NAK
6.876825000000000,I2C,0x00 + NAK
6.876933000000000,I2C,0x01 + NAK
6.877267000000000,I2C,Setup Write to [0x20] + NAK
6.877375000000000,I2C,0x01 + NAK
6.877483000000000,I2C,0x10 + NAK
6.889726500000000,I2C,Setup Write to [0x20] + NAK
6.889834500000000,I2C,0x00 + NAK
6.889942500000000,I2C,0x0A + NAK
6.890156000000000,I2C,Setup Write to [0x20] + NAK
6.890264000000000,I2C,0x01 + NAK
6.890388000000000,I2C,Setup Read to [0x21] + NAK
6.890496000000000,I2C,0xFF + NAK
6.895268000000000,I2C,Setup Write to [0x34] + ACK
6.895376000000000,I2C,0x05 + ACK
6.895484000000000,I2C,0x1F + ACK
6.899278000000000,I2C,Setup Write to [0x34] + ACK
6.899386000000000,I2C,0x07 + ACK
6.899494000000000,I2C,0x6E + ACK
6.902729000000000,I2C,Setup Write to [0x20] + NAK
6.902837000000000,I2C,0x00 + NAK
6.902945000000000,I2C,0x01 + NAK
6.903271000000000,I2C,Setup Write to [0x20] + NAK
6.903379000000000,I2C,0x01 + NAK
6.903487000000000,I2C,0x10 + NAK
6.933735000000000,I2C,Setup Write to [0x20] + NAK
6.933843000000000,I2C,0x00 + NAK
6.933951000000000,I2C,0x0A + NAK
6.934168000000000,I2C,Setup Write to [0x20] + NAK
6.934276000000000,I2C,0x01 + NAK
6.934400000000000,I2C,Setup Read to [0x21] + NAK
6.934508000000000,I2C,0xFF + NAK
6.939283000000000,I2C,Setup Write to [0x34] + ACK
6.939391000000000,I2C,0x17 + ACK
6.939499000000000,I2C,0x30 + ACK
6.943283000000000,I2C,Setup Write to [0x34] + ACK
6.943391000000000,I2C,0x1A + ACK
6.943499000000000,I2C,0x68 + ACK
6.947284000000000,I2C,Setup Write to [0x34] + ACK
6.947392000000000,I2C,0x1B + ACK
6.947500000000000,I2C,0x00 + ACK
6.951284000000000,I2C,Setup Write to [0x34] + ACK
6.951392000000000,I2C,0x10 + ACK
6.951500000000000,I2C,0x84 + ACK
6.955286500000000,I2C,Setup Write to [0x34] + ACK
6.955394500000000,I2C,0x08 + ACK
6.955502500000000,I2C,0xC0 + ACK
6.959289000000000,I2C,Setup Write to [0x34] + ACK
6.959397000000000,I2C,0x09 + ACK
6.959505500000000,I2C,0x40 + ACK
6.963287500000000,I2C,Setup Write to [0x34] + ACK
6.963395500000000,I2C,0x10 + ACK
6.963503500000000,I2C,0x84 + ACK
6.967288000000000,I2C,Setup Write to [0x34] + ACK
6.967396000000000,I2C,0x1A + ACK
6.967504000000000,I2C,0x60 + ACK
6.971290500000000,I2C,Setup Write to [0x34] + ACK
6.971398500000000,I2C,0x12 + ACK
6.971506500000000,I2C,0x80 + ACK
6.975283500000000,I2C,Setup Write to [0x34] + ACK
6.975391500000000,I2C,0x00 + ACK
6.978740500000000,I2C,Setup Read to [0x35] + ACK
6.978848500000000,I2C,0x69 + ACK
6.978956500000000,I2C,0x01 + ACK
6.979064500000000,I2C,0xA3 + ACK
6.979172500000000,I2C,0xFF + ACK
6.979280500000000,I2C,0xE7 + NAK
6.984290500000000,I2C,Setup Write to [0x34] + ACK
6.984398500000000,I2C,0x10 + ACK
6.984506500000000,I2C,0x04 + ACK
6.988291500000000,I2C,Setup Write to [0x34] + ACK
6.988399500000000,I2C,0x14 + ACK
6.988507500000000,I2C,0x06 + ACK
6.992291500000000,I2C,Setup Write to [0x34] + ACK
6.992399500000000,I2C,0x12 + ACK
6.992507500000000,I2C,0x80 + ACK
6.996291000000000,I2C,Setup Write to [0x34] + ACK
6.996399000000000,I2C,0x16 + ACK
6.996507000000000,I2C,0xF8 + ACK
7.000295500000000,I2C,Setup Write to [0x34] + ACK
7.000403500000000,I2C,0x15 + ACK
7.000511500000000,I2C,0x1E + ACK
7.004281000000000,I2C,Setup Write to [0x34] + ACK
7.004389000000000,I2C,0x00 + ACK
7.007747000000000,I2C,Setup Read to [0x35] + ACK
7.007855000000000,I2C,0x69 + ACK
7.007963000000000,I2C,0x81 + ACK
7.008071500000000,I2C,0xAB + NAK
7.013297000000000,I2C,Setup Write to [0x34] + ACK
7.013405000000000,I2C,0x1A + ACK
7.013513000000000,I2C,0x68 + ACK
7.017299000000000,I2C,Setup Write to [0x34] + ACK
7.017407000000000,I2C,0x1D + ACK
7.017515000000000,I2C,0xED + ACK
7.021297000000000,I2C,Setup Write to [0x34] + ACK
7.021405000000000,I2C,0x1C + ACK
7.021513000000000,I2C,0x24 + ACK
7.025297500000000,I2C,Setup Write to [0x34] + ACK
7.025405500000000,I2C,0x0D + ACK
7.025513500000000,I2C,0x53 + ACK
7.029299500000000,I2C,Setup Write to [0x34] + ACK
7.029407500000000,I2C,0x0E + ACK
7.029515500000000,I2C,0x75 + ACK
7.033301000000000,I2C,Setup Write to [0x34] + ACK
7.033409000000000,I2C,0x05 + ACK
7.033517000000000,I2C,0x1F + ACK
7.037302000000000,I2C,Setup Write to [0x34] + ACK
7.037410000000000,I2C,0x06 + ACK
7.037518000000000,I2C,0x12 + ACK
7.041301000000000,I2C,Setup Write to [0x34] + ACK
7.041409000000000,I2C,0x11 + ACK
7.041517000000000,I2C,0xBB + ACK
7.045302000000000,I2C,Setup Write to [0x34] + ACK
7.045410000000000,I2C,0x17 + ACK
7.045518000000000,I2C,0x30 + ACK
7.049304000000000,I2C,Setup Write to [0x34] + ACK
7.049412000000000,I2C,0x0A + ACK
7.049520000000000,I2C,0xD7 + ACK
7.053302500000000,I2C,Setup Write to [0x34] + ACK
7.053411000000000,I2C,0x05 + ACK
7.053519000000000,I2C,0x1F + ACK
7.057305500000000,I2C,Setup Write to [0x34] + ACK
7.057413500000000,I2C,0x06 + ACK
7.057521500000000,I2C,0x12 + ACK
7.061306000000000,I2C,Setup Write to [0x34] + ACK
7.061414000000000,I2C,0x1D + ACK
7.061522000000000,I2C,0xC5 + ACK
7.065305500000000,I2C,Setup Write to [0x34] + ACK
7.065413500000000,I2C,0x1C + ACK
7.065521500000000,I2C,0x20 + ACK
7.069305500000000,I2C,Setup Write to [0x34] + ACK
7.069413500000000,I2C,0x06 + ACK
7.069521500000000,I2C,0x12 + ACK
7.073307000000000,I2C,Setup Write to [0x34] + ACK
7.073415000000000,I2C,0x1A + ACK
7.073523000000000,I2C,0x78 + ACK
7.077308500000000,I2C,Setup Write to [0x34] + ACK
7.077416500000000,I2C,0x1D + ACK
7.077524500000000,I2C,0xDD + ACK
7.081308500000000,I2C,Setup Write to [0x34] + ACK
7.081416500000000,I2C,0x1C + ACK
7.081524500000000,I2C,0x24 + ACK
7.085310000000000,I2C,Setup Write to [0x34] + ACK
7.085418000000000,I2C,0x1E + ACK
7.085526000000000,I2C,0x6E + ACK
7.089311500000000,I2C,Setup Write to [0x34] + ACK
7.089419500000000,I2C,0x1A + ACK
7.089527500000000,I2C,0x68 + ACK
7.092763000000000,I2C,Setup Write to [0x20] + NAK
7.092871000000000,I2C,0x00 + NAK
7.092979000000000,I2C,0x01 + NAK
7.093307000000000,I2C,Setup Write to [0x20] + NAK
7.093415000000000,I2C,0x01 + NAK
7.093523000000000,I2C,0x10 + NAK
7.107765500000000,I2C,Setup Write to [0x20] + NAK
7.107873500000000,I2C,0x00 + NAK
7.107981500000000,I2C,0x0A + NAK
7.108199000000000,I2C,Setup Write to [0x20] + NAK
7.108307000000000,I2C,0x01 + NAK
7.108431000000000,I2C,Setup Read to [0x21] + NAK
7.108539000000000,I2C,0xFF + NAK
7.112763500000000,I2C,Setup Write to [0x20] + NAK
7.112871500000000,I2C,0x00 + NAK
7.112979500000000,I2C,0x01 + NAK
7.113308500000000,I2C,Setup Write to [0x20] + NAK
7.113416500000000,I2C,0x01 + NAK
7.113524500000000,I2C,0x10 + NAK
